CGG_LABEL_ENCODED,PYEONG,BUILDING_AGE,FLR,BRAND_SCORE,IS_PREMIUM_GU,SUBWAY_SCORE,EDUCATION_PREMIUM
13,21.069125,3.0,2,2,0,4,0
11,25.5068,31.0,4,2,0,3,0
21,25.709475,10.0,10,3,0,3,0
14,18.1478825,15.0,23,2,1,5,1
10,18.1137,24.0,1,2,0,3,0
8,25.69435,36.0,8,2,0,3,1
14,49.45269999999999,23.0,1,2,1,5,1
8,25.7004,25.0,11,2,0,3,1
2,34.7512,22.0,10,2,0,3,0
3,17.95035,31.0,9,2,0,2,0
17,25.691325000000003,12.0,19,2,1,4,1
9,25.7091725,22.0,10,2,0,3,0
16,18.0516875,20.0,16,3,0,3,0
0,30.839875,11.0,5,4,1,5,1
5,38.39935,40.0,5,2,0,3,0
14,49.552525,37.0,1,2,1,5,1
18,23.858175,5.0,2,1,0,3,1
6,46.001175,22.0,6,3,0,3,0
18,17.98665,26.0,4,2,0,3,1
8,13.4673,33.0,3,2,0,3,1
21,25.70645,15.0,2,3,0,3,0
3,25.7004,32.0,12,2,0,2,0
0,22.460625,42.0,3,2,1,5,1
6,17.9806,27.0,12,2,0,3,0
3,17.58735,30.0,12,2,0,2,0
14,25.52495,36.0,7,2,1,5,1
9,10.938399999999998,36.0,1,2,0,3,0
0,30.2254975,6.0,1,4,1,5,1
8,34.730025,25.0,6,2,0,3,1
18,33.2462625,21.0,18,3,0,3,1
8,16.23094,23.0,13,2,0,3,1
3,25.709475,10.0,8,3,0,2,0
0,30.84895,4.0,15,4,1,5,1
4,18.02295,21.0,10,3,0,3,0
17,25.67015,14.0,13,3,1,4,1
16,25.5881725,19.0,7,4,0,3,0
11,18.1442525,4.0,14,3,0,3,0
15,22.0341,39.0,2,2,0,4,0
0,37.150025,24.0,4,4,1,5,1
17,38.38725,40.0,9,3,1,4,1
18,14.50185,39.0,11,2,0,3,1
7,18.1016,27.0,1,1,0,3,0
19,18.074375,25.0,9,1,0,4,0
15,18.0774,24.0,13,2,0,4,0
14,39.9784,21.0,17,3,1,5,1
15,25.685275,27.0,24,1,0,4,0
10,18.14395,14.0,9,4,0,3,0
17,18.104625,8.0,10,2,1,4,1
1,13.34025,35.0,12,1,0,2,0
6,18.0274875,25.0,14,2,0,3,0
11,18.115515,22.0,7,4,0,3,0
17,25.703425,6.0,25,1,1,4,1
14,18.14395,31.0,4,2,1,5,1
6,11.467774999999998,38.0,13,2,0,3,0
17,8.373199999999999,17.0,20,2,1,4,1
9,17.723475,38.0,14,2,0,3,0
12,38.79865,29.0,7,1,0,4,0
0,34.736075,26.0,17,2,1,5,1
17,25.65805,19.0,5,2,1,4,1
16,18.140925,20.0,1,3,0,3,0
22,25.6883,25.0,7,1,0,5,0
16,17.898925,27.0,8,2,0,3,0
16,25.7000975,9.0,8,2,0,3,0
15,16.047625,47.0,5,2,0,4,0
6,25.64595,23.0,6,2,0,3,0
24,25.709475,26.0,4,2,0,3,0
3,20.63655,15.0,6,2,0,2,0
18,34.727,25.0,8,1,0,3,1
3,18.13185,20.0,14,2,0,2,0
15,34.657425,24.0,2,2,0,4,0
21,18.13185,4.0,8,3,0,3,0
14,18.146975,14.0,8,2,1,5,1
18,28.819175,39.0,5,2,0,3,1
8,13.4673,33.0,9,2,0,3,1
3,14.28405,37.0,2,2,0,2,0
4,34.711875,22.0,25,2,0,3,0
8,18.050175,36.0,9,2,0,3,1
13,22.37895,37.0,11,1,0,4,0
5,18.13185,27.0,15,2,0,3,0
4,18.14637,3.0,6,3,0,3,0
18,25.702215,11.0,16,3,0,3,1
17,23.14125,47.0,15,2,1,4,1
17,25.612675,40.0,2,2,1,4,1
6,35.61635,22.0,6,3,0,3,0
16,25.630825,20.0,9,3,0,3,0
18,25.606625,33.0,3,2,0,3,1
17,25.68225,17.0,9,3,1,4,1
17,18.15,37.0,11,2,1,4,1
0,25.5673,28.0,12,2,1,5,1
18,33.2462625,21.0,13,3,0,3,1
14,25.709475,24.0,9,2,1,5,1
22,45.5202,21.0,9,2,0,5,0
2,37.08045,32.0,15,2,0,3,0
17,29.9475,46.0,14,2,1,4,1
16,34.754225,21.0,17,2,0,3,0
10,25.709475,23.0,5,1,0,3,0
6,25.685275,36.0,13,1,0,3,0
24,25.24544,24.0,10,2,0,3,0
7,18.1016,27.0,14,1,0,3,0
13,18.1379,37.0,15,1,0,4,0
7,18.1016,27.0,14,1,0,3,0
10,24.517625,18.0,14,4,0,3,0
7,13.579225,35.0,2,2,0,3,0
18,25.7004,28.0,17,2,0,3,1
5,7.304467499999999,4.0,8,2,0,3,0
9,17.548025,35.0,7,2,0,3,0
0,15.1008,5.0,6,4,1,5,1
8,25.3858,32.0,14,1,0,3,1
17,25.68225,17.0,26,3,1,4,1
1,10.197275,21.0,5,2,0,2,0
14,33.674299999999995,22.0,16,4,1,5,1
0,41.87205,21.0,2,1,1,5,1
8,25.70645,7.0,11,1,0,3,1
17,34.7028,26.0,13,2,1,4,1
8,25.5915,30.0,1,1,0,3,1
1,18.0048,27.0,8,2,0,2,0
1,18.128825,23.0,14,2,0,2,0
8,25.642925,29.0,12,2,0,3,1
11,25.7109875,4.0,6,3,0,3,0
16,18.0867775,3.0,8,2,0,3,0
18,17.1699,37.0,3,2,0,3,1
14,24.039675,37.0,11,2,1,5,1
8,17.965475,34.0,7,2,0,3,1
18,14.50185,39.0,2,2,0,3,1
4,5.932024999999999,12.0,8,2,0,3,0
17,24.941125,46.0,4,2,1,4,1
1,6.49165,3.0,4,2,0,2,0
19,19.80165,37.0,2,1,0,4,0
11,18.1109775,7.0,11,3,0,3,0
11,15.599925,32.0,5,2,0,3,0
11,18.022345,22.0,6,2,0,3,0
1,25.39185,23.0,5,3,0,2,0
1,25.68225,30.0,3,1,0,2,0
16,18.122775,21.0,7,2,0,3,0
0,22.678425,11.0,7,3,1,5,1
10,17.67205,22.0,19,1,0,3,0
8,17.9685,26.0,17,2,0,3,1
14,15.696725,12.0,13,2,1,5,1
12,22.7964,19.0,3,2,0,4,0
17,25.68225,14.0,10,2,1,4,1
8,17.91405,25.0,11,2,0,3,1
11,25.6468575,13.0,2,3,0,3,0
15,18.025975,9.0,19,2,0,4,0
11,20.0330625,37.0,12,1,0,3,0
5,25.655025,25.0,21,1,0,3,0
14,25.686485,12.0,13,3,1,5,1
24,10.678249999999998,38.0,6,2,0,3,0
11,18.104625,28.0,3,2,0,3,0
5,25.7004,26.0,2,1,0,3,0
15,18.0774,24.0,5,2,0,4,0
10,13.3826,33.0,14,2,0,3,0
1,34.736075,26.0,13,2,0,2,0
16,25.6036,20.0,6,3,0,3,0
15,25.685275,27.0,3,1,0,4,0
22,29.527025,17.0,11,2,0,5,0
9,37.70965,22.0,17,2,0,3,0
2,25.709475,33.0,1,2,0,3,0
9,25.6934425,23.0,1,4,0,3,0
17,11.979,28.0,7,2,1,4,1
10,25.68225,20.0,3,2,0,3,0
3,25.6762,11.0,9,2,0,2,0
17,19.175475,40.0,8,2,1,4,1
14,31.5084,21.0,4,2,1,5,1
15,25.640505,21.0,2,2,0,4,0
9,25.673175,33.0,5,4,0,3,0
7,25.549755,9.0,21,3,0,3,0
13,18.098575,3.0,11,2,0,4,0
15,18.146975,18.0,4,3,0,4,0
13,25.64595,31.0,6,2,0,4,0
1,25.70645,14.0,1,3,0,2,0
16,20.609325,27.0,13,2,0,3,0
13,17.9685,26.0,12,1,0,4,0
9,18.10765,30.0,12,1,0,3,0
23,25.68225,17.0,25,3,0,5,0
21,40.810275,17.0,5,3,0,3,0
19,22.1227325,23.0,1,3,0,4,0
17,18.134875,17.0,22,3,1,4,1
6,24.203025,31.0,7,1,0,3,0
1,25.685275,29.0,10,2,0,2,0
12,15.28835,39.0,4,2,0,4,0
11,14.141875,32.0,3,2,0,3,0
8,25.7079625,19.0,2,3,0,3,1
18,25.703425,20.0,15,3,0,3,1
0,4.9005,12.0,5,2,1,5,1
17,37.57655,17.0,23,2,1,4,1
14,11.08965,22.0,7,2,1,5,1
18,25.564275,14.0,3,2,0,3,1
8,11.6886,33.0,5,2,0,3,1
23,18.122775,17.0,13,3,0,5,0
0,32.315772499999994,21.0,14,1,1,5,1
10,25.709475,11.0,3,4,0,3,0
8,12.493249999999998,37.0,9,2,0,3,1
14,18.1258,23.0,20,2,1,5,1
16,18.140925,25.0,10,2,0,3,0
8,12.493249999999998,37.0,2,2,0,3,1
10,21.184075,28.0,4,2,0,3,0
11,18.14395,15.0,14,3,0,3,0
10,25.7043325,18.0,2,2,0,3,0
16,22.073425,8.0,14,5,0,3,0
10,25.685275,18.0,2,1,0,3,0
0,35.885575,38.0,13,2,1,5,1
18,37.664275,38.0,3,2,0,3,1
21,25.606625,37.0,10,2,0,3,0
3,25.7004,20.0,5,2,0,2,0
16,25.697375,6.0,13,4,0,3,0
13,25.71008,25.0,4,2,0,4,0
13,34.766325,5.0,17,4,0,4,0
17,40.6817125,39.0,7,2,1,4,1
10,18.134875,14.0,3,4,0,3,0
19,18.14395,4.0,4,5,0,4,0
24,25.6946525,23.0,17,3,0,3,0
16,13.857525,8.0,8,5,0,3,0
17,41.136975,37.0,9,2,1,4,1
1,32.2586,39.0,6,3,0,2,0
1,25.564275,26.0,19,3,0,2,0
12,25.70887,18.0,5,2,0,4,0
12,18.068325,16.0,21,3,0,4,0
19,18.134875,9.0,9,2,0,4,0
6,18.13185,14.0,1,2,0,3,0
14,25.7004,38.0,7,2,1,5,1
23,25.70403,8.0,22,5,0,5,0
18,16.30475,38.0,12,2,0,3,1
16,13.857525,8.0,8,5,0,3,0
8,17.548025,37.0,11,2,0,3,1
2,17.9685,27.0,9,1,0,3,0
3,24.60051,24.0,1,2,0,2,0
19,17.9685,27.0,7,2,0,4,0
14,25.7025175,15.0,14,2,1,5,1
0,25.7004,31.0,3,1,1,5,1
10,34.7391,24.0,12,2,0,3,0
3,18.134875,27.0,5,2,0,2,0
15,25.7004,10.0,14,2,0,4,0
8,17.548025,37.0,7,2,0,3,1
17,23.14125,47.0,13,2,1,4,1
18,21.2355,38.0,15,2,0,3,1
1,17.7507,25.0,1,1,0,2,0
8,38.48405,37.0,11,2,0,3,1
1,23.68575,29.0,12,2,0,2,0
8,23.973125,37.0,1,2,0,3,1
2,25.58545,19.0,11,4,0,3,0
3,25.6157,18.0,6,3,0,2,0
16,25.709475,25.0,10,2,0,3,0
1,18.128825,23.0,7,2,0,2,0
4,17.351399999999998,22.0,10,2,0,3,0
9,25.69435,30.0,11,2,0,3,0
17,15.3428,37.0,11,2,1,4,1
16,18.140925,25.0,12,2,0,3,0
9,18.1466725,23.0,8,4,0,3,0
11,15.72032,4.0,4,3,0,3,0
18,32.7547,38.0,13,2,0,3,1
10,25.59755,6.0,14,2,0,3,0
4,25.7004,22.0,8,2,0,3,0
14,29.781125,7.0,12,5,1,5,1
1,25.70645,14.0,16,3,0,2,0
12,25.70645,5.0,13,5,0,4,0
1,34.78145,14.0,1,3,0,2,0
2,25.709475,16.0,18,1,0,3,0
6,25.685275,16.0,16,2,0,3,0
20,25.70645,14.0,2,2,0,4,0
4,34.711875,22.0,11,2,0,3,0
0,45.012,42.0,3,2,1,5,1
0,22.506,38.0,2,2,1,5,1
1,16.991425,43.0,2,3,0,2,0
4,25.70645,17.0,2,2,0,3,0
15,19.43139,9.0,4,2,0,4,0
4,25.636875,21.0,19,3,0,3,0
1,25.16195,25.0,24,1,0,2,0
5,25.7004,26.0,1,1,0,3,0
20,41.6170425,8.0,18,3,0,4,0
4,25.455375,32.0,6,2,0,3,0
24,18.1357825,8.0,11,3,0,3,0
7,18.09555,23.0,2,1,0,3,0
8,25.68225,30.0,13,2,0,3,1
4,12.4146,41.0,5,2,0,3,0
18,25.697375,9.0,1,2,0,3,1
13,18.104625,7.0,16,3,0,4,0
8,21.728575,42.0,8,2,0,3,1
0,18.080425,22.0,6,2,1,5,1
4,34.7512,6.0,9,3,0,3,0
2,25.709475,16.0,18,1,0,3,0
7,18.1085575,6.0,21,3,0,3,0
22,18.013875,23.0,7,2,0,5,0
20,25.67015,30.0,2,2,0,4,0
13,34.766325,25.0,9,4,0,4,0
24,25.68225,33.0,5,2,0,3,0
1,18.038075,28.0,6,2,0,2,0
15,26.979975,43.0,2,2,0,4,0
17,18.1258,28.0,14,2,1,4,1
12,42.965285,13.0,13,2,0,4,0
17,25.66047,41.0,5,2,1,4,1
12,18.1267075,11.0,13,4,0,4,0
3,11.979,33.0,11,2,0,2,0
9,25.703425,31.0,8,2,0,3,0
12,18.08345,21.0,9,3,0,4,0
21,25.606625,37.0,10,2,0,3,0
3,25.709475,10.0,11,3,0,2,0
17,25.6883,41.0,11,3,1,4,1
13,17.69625,35.0,9,2,0,4,0
15,21.09151,8.0,28,2,0,4,0
1,17.7507,25.0,1,1,0,2,0
21,25.6883,22.0,6,2,0,3,0
1,25.6399,42.0,3,2,0,2,0
5,42.21084999999999,18.0,30,3,0,3,0
17,34.7149,30.0,15,2,1,4,1
0,18.1442525,19.0,8,2,1,5,1
12,36.0885525,18.0,8,2,0,4,0
24,25.50075,15.0,7,2,0,3,0
15,34.62415,29.0,1,2,0,4,0
0,25.661075,39.0,10,2,1,5,1
16,18.0411,26.0,1,2,0,3,0
15,25.703425,26.0,3,1,0,4,0
20,18.086475,6.0,13,3,0,4,0
16,34.941775,22.0,10,2,0,3,0
0,25.691325000000003,19.0,1,1,1,5,1
3,40.81935,30.0,17,2,0,2,0
9,25.36765,23.0,8,3,0,3,0
24,17.9685,32.0,19,2,0,3,0
24,25.4342,28.0,6,2,0,3,0
10,25.709475,21.0,5,2,0,3,0
18,25.7004,28.0,3,2,0,3,1
4,17.351399999999998,22.0,10,2,0,3,0
18,37.180275,39.0,2,2,0,3,1
1,11.3619,9.0,5,2,0,2,0
15,25.624775,21.0,19,2,0,4,0
9,25.709475,21.0,17,2,0,3,0
16,25.6036,20.0,7,3,0,3,0
21,18.0774,22.0,13,2,0,3,0
16,18.1379,15.0,4,4,0,3,0
6,24.190925,38.0,2,2,0,3,0
16,17.99875,11.0,13,2,0,3,0
0,22.506,38.0,5,2,1,5,1
9,20.881575,38.0,12,2,0,3,0
6,23.489125,20.0,7,2,0,3,0
12,18.068325,23.0,8,2,0,4,0
11,18.140925,30.0,8,2,0,3,0
21,7.6472,4.0,12,2,0,3,0
18,49.994175,22.0,14,5,0,3,1
1,18.086475,26.0,11,2,0,2,0
13,22.460625,44.0,1,2,0,4,0
8,13.34025,35.0,12,2,0,3,1
8,11.33165,37.0,6,2,0,3,1
17,25.685275,37.0,12,2,1,4,1
10,25.673175,22.0,18,1,0,3,0
0,18.13185,33.0,2,2,1,5,1
6,19.496125,20.0,14,2,0,3,0
11,18.116725,32.0,8,2,0,3,0
10,19.83795,20.0,1,2,0,3,0
21,26.623025,16.0,3,2,0,3,0
17,45.67992,39.0,8,2,1,4,1
17,25.12565,37.0,15,2,1,4,1
10,28.873625,41.0,7,1,0,3,0
1,25.6883,9.0,20,2,0,2,0
9,21.79815,33.0,6,2,0,3,0
14,25.65805,32.0,5,2,1,5,1
4,15.109875,25.0,2,2,0,3,0
5,25.70645,16.0,11,3,0,3,0
24,31.3995,42.0,1,2,0,3,0
0,12.09395,33.0,14,2,1,5,1
3,25.703425,17.0,4,3,0,2,0
15,25.661075,22.0,15,2,0,4,0
8,25.673175,30.0,5,1,0,3,1
15,25.7004,9.0,8,2,0,4,0
1,22.049225,43.0,2,3,0,2,0
16,18.11975,26.0,1,1,0,3,0
8,25.5915,30.0,14,1,0,3,1
8,9.797975,37.0,12,2,0,3,1
8,9.797975,37.0,10,2,0,3,1
8,15.10685,37.0,11,2,0,3,1
12,25.630825,20.0,3,3,0,4,0
12,25.570325,20.0,6,3,0,4,0
12,34.748175,26.0,12,2,0,4,0
15,25.64474,13.0,13,3,0,4,0
15,25.4145375,25.0,10,2,0,4,0
14,18.08345,28.0,3,2,1,5,1
14,25.703425,13.0,16,2,1,5,1
0,18.09555,29.0,11,2,1,5,1
5,17.87775,24.0,9,3,0,3,0
9,25.70645,36.0,1,2,0,3,0
0,11.957825,33.0,2,2,1,5,1
8,18.13185,24.0,10,2,0,3,1
16,18.080425,19.0,19,3,0,3,0
8,25.70645,25.0,12,1,0,3,1
14,25.570325,36.0,8,2,1,5,1
20,18.15,25.0,19,1,0,4,0
8,13.4673,37.0,7,2,0,3,1
15,22.748,36.0,2,2,0,4,0
14,19.520325,38.0,10,2,1,5,1
16,18.02295,27.0,15,2,0,3,0
5,42.002125,19.0,10,2,0,3,0
9,25.60965,35.0,4,1,0,3,0
3,11.395175,30.0,12,2,0,2,0
0,49.9367,39.0,9,1,1,5,1
19,24.4783,35.0,1,1,0,4,0
0,25.48139,17.0,3,3,1,5,1
13,17.738599999999998,28.0,8,2,0,4,0
15,23.81885,50.0,2,2,0,4,0
14,25.68225,33.0,5,2,1,5,1
10,18.10765,7.0,11,3,0,3,0
8,14.97375,31.0,15,2,0,3,1
0,38.819825,21.0,3,2,1,5,1
1,25.70887,18.0,12,2,0,2,0
8,18.13185,24.0,5,2,0,3,1
13,17.124525,37.0,7,2,0,4,0
9,10.938399999999998,36.0,8,2,0,3,0
8,13.34025,32.0,13,2,0,3,1
17,23.14125,47.0,6,2,1,4,1
8,12.0758,35.0,2,2,0,3,1
8,18.074375,9.0,9,3,0,3,1
1,15.95385,33.0,5,2,0,2,0
3,25.7004,31.0,4,2,0,2,0
9,15.10685,34.0,1,2,0,3,0
1,18.10765,28.0,7,2,0,2,0
10,5.906312499999999,13.0,12,2,0,3,0
6,18.13185,26.0,6,2,0,3,0
23,25.697375,14.0,10,3,0,5,0
0,49.903425,23.0,22,3,1,5,1
8,15.004,26.0,12,3,0,3,1
15,45.05435,10.0,9,2,0,4,0
1,25.6883,15.0,8,2,0,2,0
18,24.233275,23.0,4,2,0,3,1
1,16.9884,43.0,3,3,0,2,0
21,25.648975,17.0,2,3,0,3,0
0,37.150025,24.0,19,4,1,5,1
17,36.4089,22.0,7,2,1,4,1
1,25.703425,5.0,19,2,0,2,0
8,30.2248925,25.0,2,2,0,3,1
8,40.811485,25.0,11,2,0,3,1
7,25.652,19.0,8,2,0,3,0
21,50.272475,15.0,4,2,0,3,0
15,34.581799999999994,28.0,13,2,0,4,0
7,18.14032,7.0,29,3,0,3,0
15,18.086475,24.0,7,2,0,4,0
15,25.703425,24.0,8,2,0,4,0
16,34.78145,22.0,11,4,0,3,0
18,25.491675,31.0,9,2,0,3,1
16,25.703425,20.0,14,3,0,3,0
16,25.709475,15.0,18,1,0,3,0
16,18.146975,15.0,1,4,0,3,0
16,18.025975,26.0,11,2,0,3,0
16,17.97455,26.0,12,2,0,3,0
0,10.4181,32.0,9,2,1,5,1
2,30.228825,6.0,11,2,0,3,0
13,17.9685,26.0,8,1,0,4,0
13,17.9685,26.0,1,1,0,4,0
15,25.6958625,25.0,6,2,0,4,0
3,40.52895,31.0,2,2,0,2,0
10,34.7684425,22.0,1,3,0,3,0
13,25.7037275,10.0,12,5,0,4,0
5,19.974075,38.0,6,2,0,3,0
21,34.772375,4.0,10,3,0,3,0
13,17.124525,37.0,7,2,0,4,0
13,34.742124999999994,16.0,7,2,0,4,0
1,25.691325000000003,26.0,21,1,0,2,0
21,18.122775,25.0,7,2,0,3,0
9,49.96422749999999,21.0,7,3,0,3,0
13,25.7037275,10.0,15,5,0,4,0
19,25.2941425,19.0,7,2,0,4,0
14,25.570325,36.0,8,2,1,5,1
1,18.110675,16.0,2,3,0,2,0
11,18.025975,7.0,27,3,0,3,0
19,25.673175,29.0,8,2,0,4,0
4,34.7512,6.0,11,3,0,3,0
3,18.0774,26.0,21,1,0,2,0
0,5.075950000000001,21.0,8,2,1,5,1
0,18.128825,10.0,8,3,1,5,1
3,11.979,33.0,7,2,0,2,0
3,14.97375,33.0,14,2,0,2,0
19,18.1379,26.0,13,2,0,4,0
10,25.69435,25.0,6,2,0,3,0
17,25.527975,29.0,12,2,1,4,1
11,20.143475,30.0,3,2,0,3,0
8,26.489925,37.0,5,2,0,3,1
18,35.2034375,11.0,16,3,0,3,1
17,8.373199999999999,17.0,27,2,1,4,1
17,25.709475,17.0,21,2,1,4,1
19,44.3707,22.0,16,2,0,4,0
3,25.70645,8.0,2,3,0,2,0
3,18.0311175,4.0,11,2,0,2,0
3,18.110675,17.0,7,3,0,2,0
12,25.697375,18.0,6,2,0,4,0
18,19.6867,39.0,5,2,0,3,1
21,25.5794,18.0,4,2,0,3,0
18,35.2034375,11.0,14,3,0,3,1
14,25.7025175,15.0,19,2,1,5,1
14,49.903425,42.0,2,2,1,5,1
3,10.03695,31.0,9,2,0,2,0
21,18.1297325,5.0,1,3,0,3,0
4,30.839875,20.0,6,2,0,3,0
9,25.70645,27.0,9,2,0,3,0
18,17.590374999999998,22.0,5,2,0,3,1
0,25.7125,26.0,5,1,1,5,1
11,35.770624999999995,32.0,8,2,0,3,0
18,35.2034375,11.0,8,3,0,3,1
24,13.46125,38.0,6,2,0,3,0
8,16.4802,36.0,1,3,0,3,1
2,25.709475,14.0,6,1,0,3,0
8,18.14395,25.0,10,2,0,3,1
0,40.807855,19.0,1,2,1,5,1
23,4.703875,11.0,9,2,0,5,0
9,27.058625,37.0,5,2,0,3,0
15,15.94175,42.0,3,2,0,4,0
3,18.05925,26.0,14,2,0,2,0
8,12.659625,37.0,5,2,0,3,1
2,25.703425,14.0,12,1,0,3,0
24,18.146975,15.0,8,2,0,3,0
3,18.72717,20.0,2,2,0,2,0
3,25.7109875,21.0,17,3,0,2,0
15,17.923125,13.0,11,4,0,4,0
13,18.14395,5.0,24,4,0,4,0
6,16.973275,33.0,2,2,0,3,0
1,17.880775,6.0,12,4,0,2,0
17,43.50555,20.0,4,2,1,4,1
11,34.778425,21.0,4,4,0,3,0
18,18.068325,25.0,3,2,0,3,1
18,25.79115,26.0,11,1,0,3,1
12,25.703425,22.0,10,2,0,4,0
21,18.14395,6.0,11,4,0,3,0
10,24.517625,18.0,15,4,0,3,0
18,17.995725,37.0,4,2,0,3,1
21,26.623025,16.0,9,2,0,3,0
16,34.76088,22.0,5,2,0,3,0
19,18.122775,8.0,12,5,0,4,0
19,25.606625,8.0,32,5,0,4,0
15,25.70645,7.0,9,5,0,4,0
21,17.572225,32.0,9,2,0,3,0
16,36.1669,11.0,19,2,0,3,0
9,25.67015,33.0,1,2,0,3,0
17,41.08555,19.0,10,2,1,4,1
17,25.461425,28.0,3,2,1,4,1
0,8.544414999999999,19.0,13,3,1,5,1
2,25.612675,6.0,6,2,0,3,0
3,18.14395,32.0,10,2,0,2,0
18,18.122775,27.0,6,2,0,3,1
16,25.703425,20.0,16,3,0,3,0
5,25.576375,36.0,13,2,0,3,0
1,25.709475,26.0,7,2,0,2,0
15,18.140925,31.0,6,1,0,4,0
1,24.09715,23.0,3,2,0,2,0
4,18.1258,25.0,17,1,0,3,0
2,34.7512,14.0,7,1,0,3,0
8,18.15,25.0,16,1,0,3,1
0,18.13185,33.0,14,2,1,5,1
3,25.682855,11.0,3,2,0,2,0
3,18.72717,20.0,3,2,0,2,0
2,19.29345,32.0,15,2,0,3,0
7,18.09555,23.0,14,1,0,3,0
8,10.4181,31.0,12,2,0,3,1
0,25.5179925,6.0,6,5,1,5,1
6,24.203025,31.0,6,1,0,3,0
10,25.600575,31.0,9,2,0,3,0
9,13.113375,39.0,1,2,0,3,0
3,13.911975,8.0,15,2,0,2,0
18,18.1137,5.0,16,1,0,3,1
23,34.75725,17.0,9,3,0,5,0
16,25.6883,21.0,17,3,0,3,0
16,18.1137,20.0,3,2,0,3,0
5,38.704875,18.0,50,3,0,3,0
12,25.694955,4.0,17,5,0,4,0
10,25.709475,23.0,10,1,0,3,0
12,34.4254075,22.0,15,5,0,4,0
10,12.09395,24.0,5,2,0,3,0
8,13.4673,33.0,13,2,0,3,1
3,11.395175,30.0,3,2,0,2,0
17,23.14125,47.0,4,2,1,4,1
5,14.65915,49.0,3,2,0,3,0
24,25.703425,29.0,15,2,0,3,0
18,25.7004,27.0,3,2,0,3,1
19,13.778875,26.0,11,1,0,4,0
11,37.797375,37.0,5,1,0,3,0
19,48.7267,22.0,5,4,0,4,0
9,13.845425,37.0,11,2,0,3,0
9,17.548025,35.0,10,2,0,3,0
21,13.61855,9.0,8,2,0,3,0
1,25.423915,6.0,2,2,0,2,0
16,27.02535,22.0,1,2,0,3,0
18,25.703425,5.0,1,1,0,3,1
16,18.14395,17.0,5,3,0,3,0
10,25.64595,22.0,22,1,0,3,0
12,25.70645,5.0,17,5,0,4,0
23,18.13185,23.0,10,2,0,5,0
18,16.846225,11.0,4,2,0,3,1
5,25.7037275,4.0,17,3,0,3,0
15,25.564275,9.0,5,3,0,4,0
15,25.50075,9.0,7,3,0,4,0
6,20.001905,21.0,5,2,0,3,0
13,36.587375,13.0,5,4,0,4,0
3,20.23725,33.0,7,2,0,2,0
17,13.246475,39.0,8,2,1,4,1
3,20.27355,24.0,7,2,0,2,0
10,25.70645,28.0,4,2,0,3,0
8,18.14879,4.0,23,3,0,3,1
5,25.6278,33.0,14,2,0,3,0
0,23.228975,46.0,1,2,1,5,1
19,25.69435,22.0,19,4,0,4,0
11,25.70645,28.0,9,2,0,3,0
3,25.6762,11.0,6,2,0,2,0
3,34.760275,11.0,12,2,0,2,0
20,18.09555,26.0,9,2,0,4,0
20,18.09555,26.0,6,2,0,4,0
10,25.697375,4.0,7,3,0,3,0
9,15.055425,29.0,12,2,0,3,0
3,31.686875,23.0,13,3,0,2,0
19,25.709475,25.0,18,2,0,4,0
18,25.68225,28.0,1,1,0,3,1
11,20.0330625,37.0,3,1,0,3,0
11,25.679225,30.0,13,2,0,3,0
17,12.006225,36.0,5,2,1,4,1
15,18.0774,24.0,17,2,0,4,0
0,25.5552,42.0,12,2,1,5,1
9,25.69435,30.0,5,2,0,3,0
16,20.609325,27.0,17,2,0,3,0
8,33.9526,32.0,7,2,0,3,1
18,49.994175,22.0,10,5,0,3,1
24,15.236925,28.0,15,2,0,3,0
9,25.64595,24.0,3,1,0,3,0
9,8.684775,37.0,2,3,0,3,0
9,14.8104,37.0,2,3,0,3,0
0,30.579725,47.0,10,3,1,5,1
0,30.960875,46.0,6,3,1,5,1
9,25.36765,23.0,5,3,0,3,0
1,19.4326,3.0,12,2,0,2,0
6,11.23485,30.0,3,2,0,3,0
8,34.778425,23.0,8,2,0,3,1
17,25.70645,7.0,26,2,1,4,1
8,21.8405,37.0,5,1,0,3,1
8,21.683200000000003,37.0,4,1,0,3,1
18,15.118949999999998,25.0,8,2,0,3,1
6,25.673175,6.0,7,2,0,3,0
12,17.9685,26.0,24,3,0,4,0
8,25.68104,28.0,1,1,0,3,1
8,25.70645,3.0,5,2,0,3,1
15,17.6418,26.0,4,2,0,4,0
18,28.940175,39.0,10,2,0,3,1
8,22.672375,3.0,7,2,0,3,1
0,30.579725,47.0,10,3,1,5,1
1,18.146975,6.0,14,3,0,2,0
0,30.579725,47.0,10,3,1,5,1
9,23.6848425,20.0,6,2,0,3,0
0,19.320675,48.0,5,3,1,5,1
24,17.39375,11.0,3,2,0,3,0
18,19.65645,39.0,10,2,0,3,1
0,28.0184575,11.0,10,3,1,5,1
5,18.010849999999998,26.0,19,2,0,3,0
18,34.844975,39.0,5,2,0,3,1
17,25.685275,37.0,2,2,1,4,1
12,25.68225,31.0,14,2,0,4,0
8,25.6994925,5.0,10,2,0,3,1
18,47.35335,19.0,2,2,0,3,1
15,22.841775,39.0,4,2,0,4,0
0,17.9685,29.0,4,2,1,5,1
0,18.05925,27.0,12,2,1,5,1
3,13.2495,13.0,10,2,0,2,0
6,25.709475,24.0,5,1,0,3,0
10,25.64595,22.0,22,1,0,3,0
20,26.0513,48.0,3,2,0,4,0
2,18.076795,22.0,5,2,0,3,0
