school_type,type,school_name,address,high_school_type
초등학교,공립,서울중목초등학교,서울특별시 중랑구 동일로 665,
초등학교,공립,서울중랑초등학교,서울특별시 중랑구 봉우재로6길 26,
초등학교,공립,서울중곡초등학교,서울특별시 중랑구 면목로23길 20,
초등학교,공립,서울종암초등학교,서울특별시 동대문구 무학로44길 25,
초등학교,공립,서울전동초등학교,서울특별시 동대문구 전농로16길 61,
초등학교,공립,서울전농초등학교,서울특별시 동대문구 사가정로 66,
초등학교,공립,서울전곡초등학교,서울특별시 동대문구 전농로 172,
초등학교,공립,서울장평초등학교,서울특별시 동대문구 답십리로,
초등학교,공립,서울이문초등학교,서울특별시 동대문구 신이문로 16,
초등학교,공립,서울원묵초등학교,서울특별시 중랑구 숙선옹주로 109,
초등학교,공립,서울용두초등학교,서울특별시 동대문구 천호대로13길 43,
초등학교,공립,서울안평초등학교,서울특별시 동대문구 장한로14길 61,
초등학교,공립,서울신현초등학교,서울특별시 중랑구 봉화산로 188,
초등학교,공립,서울신묵초등학교,서울특별시 중랑구 동일로149길 46,
초등학교,공립,서울신답초등학교,서울특별시 동대문구 천호대로 177,
초등학교,공립,서울신내초등학교,서울특별시 중랑구 용마산로125나길 22,
초등학교,공립,서울상봉초등학교,서울특별시 중랑구 동일로126가길 11,
초등학교,공립,서울봉화초등학교,서울특별시 중랑구 신내로15길 110,
초등학교,공립,서울배봉초등학교,서울특별시 동대문구 사가정로 193,
초등학교,공립,서울묵현초등학교,서울특별시 중랑구 동일로157길 75,
초등학교,공립,서울묵동초등학교,서울특별시 중랑구 동일로138길 27,
초등학교,공립,서울면중초등학교,서울특별시 중랑구 용마산로70길 43,
초등학교,공립,서울면일초등학교,서울특별시 중랑구 용마산로100길 13,
초등학교,공립,서울면북초등학교,서울특별시 중랑구 용마공원로5길 32,
초등학교,공립,서울면목초등학교,서울특별시 중랑구 면목로 434,
초등학교,공립,서울면동초등학교,서울특별시 중랑구 면목로57길 32,
초등학교,공립,서울면남초등학교,서울특별시 중랑구 면목로30나길 38,
초등학교,공립,서울망우초등학교,서울특별시 중랑구 망우로72길 49,
초등학교,공립,서울동원초등학교,서울특별시 중랑구 송림길 114,
초등학교,공립,서울동답초등학교,서울특별시 동대문구 답십리로60길 12,
초등학교,공립,서울답십리초등학교,서울특별시 동대문구 전농로3길 23,
초등학교,공립,서울군자초등학교,서울특별시 동대문구 한천로6길 21,
초등학교,사립,금성초등학교,서울특별시 중랑구 신내로21길 55,
초등학교,사립,경희초등학교,서울특별시 동대문구 경희대로 26,
고등학교,사립,동국대학교사범대학부속가람고등학교,서울특별시 광진구 광나루로36길 47,일반고
고등학교,사립,동국대학교사범대학부속가람고등학교,서울특별시 광진구 광나루로36길 47,일반고
고등학교,사립,동국대학교사범대학부속가람고등학교,서울특별시 광진구 광나루로36길 47,일반고
고등학교,사립,동국대학교사범대학부속가람고등학교,서울특별시 광진구 광나루로36길 47,일반고
고등학교,사립,동국대학교사범대학부속가람고등학교,서울특별시 광진구 광나루로36길 47,일반고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,공립,서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
고등학교,사립,서울백영고등학교,서울특별시 강서구 방화대로34길 13,특성화고
각종학교(고),공립,서울온라인학교,서울특별시 성동구 왕십리로 199,일반고
각종학교(고),공립,서울온라인학교,서울특별시 성동구 왕십리로 199,일반고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,공립,서울반도체고등학교,서울특별시 동대문구 겸재로 21,특성화고
고등학교,사립,미림마이스터고등학교,서울특별시 관악구 호암로 546,특목고
고등학교,사립,미림마이스터고등학교,서울특별시 관악구 호암로 546,특목고
고등학교,사립,미림마이스터고등학교,서울특별시 관악구 호암로 546,특목고
고등학교,사립,미림마이스터고등학교,서울특별시 관악구 호암로 546,특목고
고등학교,사립,미림마이스터고등학교,서울특별시 관악구 호암로 546,특목고
고등학교,사립,미림마이스터고등학교,서울특별시 관악구 호암로 546,특목고
고등학교,사립,미림마이스터고등학교,서울특별시 관악구 호암로 546,특목고
고등학교,사립,미림마이스터고등학교,서울특별시 관악구 호암로 546,특목고
고등학교,사립,미림마이스터고등학교,서울특별시 관악구 호암로 546,특목고
고등학교,사립,미림마이스터고등학교,서울특별시 관악구 호암로 546,특목고
고등학교,사립,미림마이스터고등학교,서울특별시 관악구 호암로 546,특목고
고등학교,사립,미림마이스터고등학교,서울특별시 관악구 호암로 546,특목고
고등학교,사립,미림마이스터고등학교,서울특별시 관악구 호암로 546,특목고
고등학교,사립,미림마이스터고등학교,서울특별시 관악구 호암로 546,특목고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,사립,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,특성화고
고등학교,공립,솔샘고등학교,서울특별시 강북구 인수봉로 39,자율고
고등학교,공립,솔샘고등학교,서울특별시 강북구 인수봉로 39,자율고
고등학교,공립,솔샘고등학교,서울특별시 강북구 인수봉로 39,자율고
고등학교,공립,솔샘고등학교,서울특별시 강북구 인수봉로 39,자율고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울동구고등학교,서울특별시 성북구 성북로8길 71,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,대경생활과학고등학교,서울특별시 중구 매봉18길 111,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,사립,광운인공지능고등학교,서울특별시 노원구 광운로1길 24,특성화고
고등학교,공립,서울인공지능고등학교,서울특별시 송파구 양산로 21,특성화고
고등학교,공립,서울인공지능고등학교,서울특별시 송파구 양산로 21,특성화고
고등학교,공립,서울인공지능고등학교,서울특별시 송파구 양산로 21,특성화고
고등학교,공립,서울인공지능고등학교,서울특별시 송파구 양산로 21,특성화고
고등학교,공립,서울인공지능고등학교,서울특별시 송파구 양산로 21,특성화고
고등학교,공립,서울인공지능고등학교,서울특별시 송파구 양산로 21,특성화고
고등학교,공립,서울인공지능고등학교,서울특별시 송파구 양산로 21,특성화고
고등학교,공립,서울인공지능고등학교,서울특별시 송파구 양산로 21,특성화고
고등학교,공립,서울인공지능고등학교,서울특별시 송파구 양산로 21,특성화고
고등학교,공립,서울인공지능고등학교,서울특별시 송파구 양산로 21,특성화고
고등학교,공립,서울인공지능고등학교,서울특별시 송파구 양산로 21,특성화고
고등학교,공립,서울인공지능고등학교,서울특별시 송파구 양산로 21,특성화고
고등학교,공립,서울인공지능고등학교,서울특별시 송파구 양산로 21,특성화고
고등학교,공립,서울인공지능고등학교,서울특별시 송파구 양산로 21,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,공립,용산철도고등학교,서울특별시 용산구 서빙고로 24,특성화고
고등학교,사립,서울동산고등학교,서울특별시 노원구 공릉로 257,특성화고
고등학교,사립,서울동산고등학교,서울특별시 노원구 공릉로 257,특성화고
고등학교,사립,서울동산고등학교,서울특별시 노원구 공릉로 257,특성화고
고등학교,사립,서울동산고등학교,서울특별시 노원구 공릉로 257,특성화고
고등학교,사립,서울동산고등학교,서울특별시 노원구 공릉로 257,특성화고
고등학교,사립,서울동산고등학교,서울특별시 노원구 공릉로 257,특성화고
고등학교,사립,서울동산고등학교,서울특별시 노원구 공릉로 257,특성화고
